,age,gender,time_available,route_type,price,difficulty,accompaniment,transport,selection_map
9766,35-45,Mujer,7 - 8,Turistica,1-50 Euros,Alta,Solo,Pie,8
9767,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,17
9768,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,1
9769,18-35,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,12
9770,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Bicicleta,14
9771,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Solo,Bicicleta,3
9772,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,4
9773,18-35,Hombre,5 - 6,Historica,Gratis,Baja,Solo,Pie,22
9774,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,14
9775,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,12
9776,35-45,Hombre,7 - 8,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,0
9777,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,20
9778,18-35,Hombre,5 - 6,Historica,1-50 Euros,Baja,Solo,Pie,5
9779,18-35,Hombre,7 - 8,Literaria,1-50 Euros,Baja,Familia,Bicicleta,18
9780,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,17
9781,35-45,Mujer,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,15
9782,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,11
9783,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,2
9784,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Pareja,Pie,22
9785,35-45,Mujer,1 - 2,Patrimonio,1-50 Euros,Baja,Solo,Pie,0
9786,18-35,Hombre,3 - 4,Patrimonio,Gratis,Alta,Familia,Bicicleta,15
9787,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
9788,35-45,Mujer,1 - 2,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,16
9789,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,13
9790,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,8
9791,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,14
9792,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,23
9793,35-45,Mujer,1 - 2,Historica,+50 Euros,Alta,Solo,Pie,8
9794,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Pareja,Pie,5
9795,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,12
9796,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,12
9797,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Pie,8
9798,18-35,Mujer,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,15
9799,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,4
9800,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Bicicleta,14
9801,18-35,Mujer,1 - 2,Historica,+50 Euros,Alta,Pareja,Bicicleta,5
9802,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,6
9803,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,0
9804,18-35,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Familia,Pie,14
9805,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Familia,Pie,14
9806,18-35,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,6
9807,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,2
9808,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,17
9809,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,12
9810,+45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,14
9811,+45,Prefiero no decirlo,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,14
9812,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,10
9813,35-45,Hombre,3 - 4,Patrimonio,Gratis,Baja,Pareja,Pie,14
9814,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,12
9815,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,20
9816,+45,Mujer,1 - 2,Patrimonio,Gratis,Alta,Pareja,Bicicleta,14
9817,+45,Mujer,1 - 2,Patrimonio,1-50 Euros,Baja,Solo,Pie,13
9818,18-35,Hombre,7 - 8,Literaria,1-50 Euros,Alta,Familia,Pie,6
9819,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,1
9820,18-35,Mujer,1 - 2,Literaria,+50 Euros,Baja,Pareja,Pie,11
9821,35-45,Mujer,7 - 8,Literaria,Gratis,Baja,Pareja,Pie,14
9822,35-45,Mujer,7 - 8,Historica,+50 Euros,Baja,Pareja,Bicicleta,22
9823,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,10
9824,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,19
9825,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Bicicleta,19
9826,+45,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,19
9827,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Pareja,Pie,2
9828,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Familia,Bicicleta,19
9829,18-35,Prefiero no decirlo,1 - 2,Turistica,+50 Euros,Alta,Solo,Pie,3
9830,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,0
9831,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,6
9832,18-35,Mujer,7 - 8,Literaria,Gratis,Alta,Pareja,Bicicleta,1
9833,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,2
9834,35-45,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,12
9835,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,7
9836,18-35,Mujer,3 - 4,Historica,+50 Euros,Baja,Pareja,Pie,16
9837,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,18
9838,+45,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,5
9839,+45,Prefiero no decirlo,3 - 4,Literaria,Gratis,Alta,Solo,Pie,21
9840,+45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,9
9841,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,0
9842,35-45,Hombre,7 - 8,Historica,+50 Euros,Baja,Solo,Bicicleta,13
9843,18-35,Hombre,3 - 4,Literaria,+50 Euros,Baja,Pareja,Bicicleta,21
9844,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,20
9845,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,6
9846,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,3
9847,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,19
9848,35-45,Mujer,7 - 8,Literaria,1-50 Euros,Alta,Pareja,Pie,2
9849,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Familia,Pie,9
9850,+45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,16
9851,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,22
9852,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Bicicleta,15
9853,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,1
9854,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Familia,Pie,18
9855,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Solo,Pie,11
9856,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Alta,Familia,Pie,16
9857,+45,Hombre,7 - 8,Historica,+50 Euros,Baja,Solo,Bicicleta,20
9858,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,5
9859,35-45,Mujer,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,15
9860,35-45,Mujer,3 - 4,Literaria,Gratis,Baja,Solo,Pie,8
9861,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,15
9862,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,10
9863,+45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,11
9864,+45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Familia,Bicicleta,19
9865,18-35,Mujer,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,15
9866,35-45,Mujer,1 - 2,Turistica,+50 Euros,Alta,Solo,Pie,3
9867,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,4
9868,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,1
9869,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,2
9870,35-45,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,18
9871,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,18
9872,+45,Hombre,1 - 2,Historica,+50 Euros,Baja,Solo,Pie,4
9873,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
9874,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,11
9875,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,5
9876,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Solo,Bicicleta,11
9877,+45,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,2
9878,+45,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Pie,12
9879,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,2
9880,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Familia,Pie,12
9881,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,17
9882,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,9
9883,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,6
9884,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,11
9885,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Familia,Bicicleta,15
9886,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,21
9887,+45,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,16
9888,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
9889,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Solo,Pie,17
9890,35-45,Mujer,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,18
9891,+45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,22
9892,35-45,Hombre,5 - 6,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,23
9893,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
9894,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Familia,Pie,21
9895,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,16
9896,+45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,17
9897,18-35,Mujer,5 - 6,Historica,1-50 Euros,Alta,Pareja,Bicicleta,15
9898,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,20
9899,+45,Hombre,7 - 8,Turistica,+50 Euros,Alta,Pareja,Pie,7
9900,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,10
9901,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Familia,Pie,19
9902,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,9
9903,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Pie,3
9904,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Pie,17
9905,+45,Hombre,7 - 8,Patrimonio,1-50 Euros,Baja,Pareja,Pie,5
9906,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,3
9907,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,21
9908,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,5
9909,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Pareja,Pie,18
9910,18-35,Prefiero no decirlo,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,12
9911,35-45,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,20
9912,+45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,16
9913,+45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Familia,Pie,16
9914,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Pie,16
9915,35-45,Mujer,7 - 8,Literaria,Gratis,Baja,Pareja,Bicicleta,22
9916,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,22
9917,18-35,Mujer,3 - 4,Historica,+50 Euros,Baja,Solo,Bicicleta,16
9918,+45,Hombre,3 - 4,Patrimonio,1-50 Euros,Alta,Solo,Pie,7
9919,35-45,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Pie,5
9920,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,3
9921,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Pie,2
9922,18-35,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Bicicleta,18
9923,18-35,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Solo,Bicicleta,5
9924,18-35,Mujer,1 - 2,Turistica,+50 Euros,Alta,Solo,Bicicleta,21
9925,+45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Solo,Bicicleta,22
9926,18-35,Mujer,7 - 8,Historica,+50 Euros,Baja,Pareja,Pie,2
9927,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Familia,Bicicleta,18
9928,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,10
9929,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Bicicleta,9
9930,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,11
9931,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,1
9932,+45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,7
9933,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Alta,Solo,Pie,13
9934,+45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Familia,Bicicleta,6
9935,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,13
9936,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,21
9937,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Familia,Pie,6
9938,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Bicicleta,13
9939,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Solo,Pie,17
9940,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,2
9941,18-35,Mujer,3 - 4,Literaria,1-50 Euros,Baja,Solo,Pie,1
9942,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,2
9943,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,0
9944,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,20
9945,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,23
9946,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Alta,Solo,Bicicleta,12
9947,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Bicicleta,19
9948,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,17
9949,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,4
9950,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,9
9951,18-35,Hombre,5 - 6,Turistica,+50 Euros,Baja,Solo,Pie,9
9952,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,21
9953,+45,Hombre,1 - 2,Patrimonio,Gratis,Alta,Pareja,Pie,3
9954,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,20
9955,+45,Hombre,3 - 4,Patrimonio,Gratis,Baja,Solo,Pie,15
9956,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,16
9957,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Bicicleta,3
9958,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Pie,22
9959,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Familia,Pie,10
9960,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Bicicleta,14
9961,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,18
9962,+45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,7
9963,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,3
9964,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,19
9965,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,4
9966,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,5
9967,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,15
9968,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Alta,Familia,Bicicleta,12
9969,18-35,Mujer,1 - 2,Turistica,+50 Euros,Baja,Solo,Bicicleta,15
9970,+45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,6
9971,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,23
9972,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,8
9973,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,7
9974,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Pie,18
9975,18-35,Mujer,3 - 4,Patrimonio,1-50 Euros,Baja,Pareja,Pie,1
9976,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,16
9977,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,19
9978,+45,Hombre,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,11
9979,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,15
9980,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,3
9981,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,1
9982,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Familia,Bicicleta,21
9983,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Bicicleta,19
9984,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,6
9985,35-45,Mujer,7 - 8,Historica,Gratis,Baja,Familia,Pie,4
9986,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Bicicleta,7
9987,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Bicicleta,6
9988,18-35,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,20
9989,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,1
9990,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,6
9991,18-35,Mujer,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,11
9992,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,16
9993,35-45,Prefiero no decirlo,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,18
9994,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,9
9995,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,19
9996,18-35,Hombre,5 - 6,Literaria,Gratis,Alta,Solo,Bicicleta,21
9997,+45,Mujer,1 - 2,Historica,Gratis,Alta,Familia,Pie,1
9998,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Bicicleta,10
9999,18-35,Prefiero no decirlo,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,3
10000,18-35,Mujer,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,5
10001,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,10
10002,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,9
10003,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,18
10004,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,2
10005,18-35,Prefiero no decirlo,3 - 4,Historica,Gratis,Baja,Solo,Pie,1
10006,18-35,Hombre,5 - 6,Turistica,Gratis,Alta,Pareja,Bicicleta,6
10007,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,13
10008,35-45,Mujer,7 - 8,Historica,1-50 Euros,Alta,Familia,Pie,9
10009,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Pie,6
10010,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,11
10011,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,5
10012,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,18
10013,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Familia,Pie,21
10014,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Bicicleta,23
10015,18-35,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Pie,16
10016,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,18
10017,35-45,Mujer,7 - 8,Literaria,Gratis,Alta,Solo,Pie,19
10018,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,19
10019,18-35,Hombre,7 - 8,Literaria,+50 Euros,Baja,Pareja,Bicicleta,16
10020,35-45,Hombre,7 - 8,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,18
10021,18-35,Hombre,5 - 6,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,18
10022,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Pie,1
10023,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,7
10024,18-35,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,8
10025,+45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,17
10026,+45,Hombre,5 - 6,Historica,Gratis,Alta,Pareja,Pie,1
10027,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,18
10028,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,3
10029,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,7
10030,+45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,4
10031,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Pie,4
10032,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,21
10033,+45,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Bicicleta,16
10034,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,10
10035,18-35,Prefiero no decirlo,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,9
10036,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,22
10037,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,5
10038,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,7
10039,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,11
10040,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,17
10041,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Pareja,Pie,7
10042,35-45,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,0
10043,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Solo,Pie,8
10044,+45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,0
10045,18-35,Hombre,5 - 6,Patrimonio,Gratis,Baja,Pareja,Bicicleta,12
10046,35-45,Prefiero no decirlo,3 - 4,Historica,1-50 Euros,Alta,Solo,Pie,18
10047,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,1
10048,+45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,23
10049,35-45,Hombre,5 - 6,Historica,Gratis,Alta,Pareja,Bicicleta,18
10050,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,2
10051,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,7
10052,18-35,Mujer,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Pie,13
10053,18-35,Hombre,7 - 8,Turistica,+50 Euros,Alta,Familia,Pie,3
10054,18-35,Mujer,1 - 2,Patrimonio,1-50 Euros,Baja,Pareja,Pie,16
10055,+45,Mujer,3 - 4,Literaria,Gratis,Alta,Solo,Pie,2
10056,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,1
10057,+45,Mujer,3 - 4,Literaria,1-50 Euros,Baja,Solo,Bicicleta,23
10058,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Alta,Familia,Bicicleta,21
10059,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,15
10060,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,22
10061,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,13
10062,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,7
10063,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,13
10064,+45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Familia,Bicicleta,21
10065,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,22
10066,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,6
10067,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Familia,Bicicleta,3
10068,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Bicicleta,7
10069,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Pie,8
10070,+45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,21
10071,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,9
10072,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,13
